dataset,task,setting,analysis_scope,conversation_id_hash,source_family,model_or_source_family,learning_intent,is_intentional,task_domain,language_flag,is_english,total_turns,user_turns,assistant_turns,depth_after_first_answer,has_scaffolded_support,scaffolded_turn_count,scaffolded_turn_ratio,has_support_intent_I1,has_support_intent_I2,has_support_intent_I3,has_M1_feedback,has_M2_hinting,has_M3_instructing,has_M4_explaining,has_M5_modelling,has_M6_questioning,emotional_user_turn_ratio,cognitive_overall_user_turn_ratio,passive_user_turn_ratio,active_user_turn_ratio,constructive_user_turn_ratio,constructive_user_turn_count,has_constructive_user_turn,constructive_before_first_scaffold_ratio,constructive_after_first_scaffold_ratio,delta_constructive_after_first_scaffold,has_error_marker,persistence_after_failure,constructive_after_error_ratio,high_persistence
ShareChat,writing,ShareChat writing,main_six_setting,a3d494b43f9e323d02ccf1e65fe64299d6a7e0d1a07aa35b27f1125eb3908e62,sharechat,gemini,INTENTIONAL,1,writing-oriented,1,1,38,19,19,36,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.10526315789473684,0.0,0.10526315789473684,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,f8a21c713386e50a1184786bea464a92c1ccfee52c35f42b49a9c9ea75e8a08b,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,1,1,0.5,0,1,0,1,1,0,1,0,0,0.0,0.5,0.0,0.5,0.0,0,0,0.0,0.0,0.0,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,c5f728a823e67eeb47893edcfd86c8ed0491ccd7659d31f59caa0b2cda6f0e57,sharechat,chatgpt,INTENTIONAL,1,writing-oriented,1,1,4,2,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,343dc639fe73d258ec3393ea408924e2847d0eb6d984a108e84105fe750133f3,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,1,1,0.5,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,28f1749eb7cc41e3d018792c894727a8e4dc264b73e855679f33665fbcc44c82,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,1,1,0.5,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,5bd97bbd5e1963bbc4c4b50157fe211d58749e5ec9b1100e3520c10225d58069,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,22,11,11,20,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2727272727272727,0.09090909090909091,0.18181818181818182,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,1ec2f6b40e95a365dfb99c446318e3e0492a51feb33489fbae4caa8d488e4151,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,8,4,4,6,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,d04911ec12406d822c9f5c08ad3a7237e07d5054f119c2c195d2c80338968cfa,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,eed0561c30f2b4c4e81feb4c9515fd5c454dd6001ee3895b311f594143a1ff0b,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,b77a7dd4c1d759dd85da44f114a718f7a1c532c81c7a1d09c904930d91baa357,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,14,7,7,12,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.14285714285714285,1,1,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,735ea36a1a24f138c879e9f50110956204b03787596ca8af57424cb21d4f1da7,sharechat,chatgpt,INTENTIONAL,1,writing-oriented,1,1,8,4,4,6,1,2,0.5,0,1,0,0,1,1,1,1,0,0.0,0.5,0.0,0.5,0.0,0,0,0.0,0.0,0.0,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,a3867f0d74943233298a9359c4b2c125cdb6d315d34caf2197a4e542c1818631,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,a90aa11a49e89609bd69025ed963c652906adf293f215cf41ac751b8ef4eca09,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,8,4,4,6,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,5d2bbb24acd179c25bcbf6295c146b3742160bd4b56263e433acbb15ffca77b4,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,6f366765fea7fc7c60dd9d333759f22c34f4b9e529993167301e3b2b7c47eabd,sharechat,gemini,INTENTIONAL,1,writing-oriented,1,1,10,5,5,8,1,1,0.2,0,1,0,0,0,1,1,0,0,0.0,0.6,0.0,0.6,0.0,0,0,0.0,0.0,0.0,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,0d7d98ab9449f8c4c5ce8ffc691917ebb0ac9ac6421be9f33cd3ae7534026489,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,8,4,4,6,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.25,0.0,0.25,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,dd1f40a93eabb5f4836ebd4e30acd1c03db69770302e75779eca94858d0bdef4,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,1,1,0.5,0,1,0,1,0,0,0,0,0,0.0,0.5,0.5,0.0,0.0,0,0,0.0,0.0,0.0,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,06d80e9c45dfbfc53d38b458272e323d803be63098d99942980a83b45cd07fd5,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.0,0.5,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,9a0196d35185d40408874c11cf7df4e1fe02f59ba77848e5c31045b264867e54,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,5,3,2,3,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,7b6b1a5bb7a3905cb7ba708653bee391ec6b36f3dcb5b7cbdbab6d7aaddb3f93,sharechat,chatgpt,INTENTIONAL,1,writing-oriented,1,1,18,9,9,16,1,5,0.5555555555555556,0,1,0,1,1,0,1,0,0,0.0,0.2222222222222222,0.2222222222222222,0.0,0.0,0,0,0.0,0.0,0.0,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,a702a27dde5c86abf2c762cf2cd0bb288781152c21b00bde6a3bd5a5b6f60328,sharechat,grok,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,1,1,0.5,1,0,0,0,1,0,0,1,1,0.0,0.5,0.0,0.5,0.0,0,0,0.0,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,a979a19080eff1f3d26c7e2436c85608f7205eafed611e1661e01fc9324e4d90,sharechat,grok,INTENTIONAL,1,writing-oriented,1,1,6,3,3,4,1,2,0.6666666666666666,1,0,0,0,0,0,0,0,1,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,0,0.0,0.0,0.0,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,824920627d09250ae8bf0290d97037dc97f84cd9fca878fd3a1f9e07378cfdce,sharechat,chatgpt,INTENTIONAL,1,writing-oriented,1,1,8,4,4,6,1,3,0.75,0,1,0,1,0,0,1,0,0,0.0,0.5,0.0,0.0,0.5,2,1,0.0,0.6666666666666666,0.6666666666666666,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,47f856645f6f8bdf5106039e5f6506aead021d6b6ec17bc55f808d6be1e0806e,sharechat,chatgpt,INTENTIONAL,1,writing-oriented,1,1,20,10,10,18,1,1,0.1,0,1,0,0,0,0,1,0,0,0.0,0.6,0.0,0.6,0.0,0,0,0.0,0.0,0.0,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,145dd02a65ff3f92ecd64f44081504464a590db3c80a2b9375c1a6144a13ca7f,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,6,3,3,4,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,93a90ac447b8d6c2f850eb0f69443e4855f6017abd7ec7df6c0c98e00bea384e,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,149b90524986df164ce55779f860e2376355cf9412b40cdc600142d6d8b8ebf8,sharechat,chatgpt,INTENTIONAL,1,writing-oriented,1,1,14,7,7,12,1,2,0.2857142857142857,0,1,0,1,0,0,1,0,0,0.0,0.8571428571428571,0.0,0.7142857142857143,0.14285714285714285,1,1,0.0,0.16666666666666666,0.16666666666666666,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,da9f3e6445a40349dfe255100098e47d96ca9c20f6ccad520ed1c4b108827c66,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,10,5,5,8,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.4,0.0,0.4,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,0e5543bb29349bd7806b8f7a881275664bbadf88993b83c031035b4dceb4ab3d,sharechat,chatgpt,INTENTIONAL,1,writing-oriented,1,1,6,3,3,4,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,32ec90e14d1e854028b442d2e60b26f96eea495ae91cea7c5de7a9e47b732d67,sharechat,perplexity,UNINTENTIONAL,0,writing-oriented,1,1,8,4,4,6,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.0,0.5,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,281b07e14802551480f4178dd8c917d361f3ad812e0ff301864165985752544a,sharechat,chatgpt,INTENTIONAL,1,writing-oriented,1,1,4,2,2,2,1,1,0.5,0,1,0,0,0,0,1,1,0,0.0,0.5,0.0,0.5,0.0,0,0,0.0,0.0,0.0,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,ca9e7e6f5c0287d9046d9f931f171d62ab393ae92afc1bfe3aa539d1c54dc02e,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,6,3,3,4,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,c37800f6a0dd21058a4c9bf5616893d075c00df9eb4641c689aef6408866497c,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,3dfb781b4b11961f8ca49523f3ce68515f066c2f3565e51150cc3b32e844ca93,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,11,6,5,9,1,2,0.4,0,1,0,0,0,1,0,0,0,0.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0,0,0,0.0,0.0,0.0,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,34f8dd2a44951a81f3dbc43376a520c0f1c2c9bdbbbda3cd2c61b588640167d1,sharechat,grok,UNINTENTIONAL,0,writing-oriented,1,1,14,7,7,12,1,6,0.8571428571428571,1,1,0,1,1,1,1,0,1,0.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0,0,0,0.0,0.0,0.0,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,9fcc2f3f35d643eb23d19d3748d9fd0714e11fb012fa0080005e11c8b899b101,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,10,5,5,8,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,0.0,0.2,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,6e362b16cee8e67a5e1cbb69400057a3772536d410f3032b542a24eccbd7d7fa,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,12,6,6,10,1,2,0.3333333333333333,1,1,0,0,1,0,1,0,1,0.0,0.6666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,1,1,1.0,0.0,-1.0,1,5,0.0,1
ShareChat,writing,ShareChat writing,main_six_setting,efc865692a4667ada7acc7f462986b06441170b3cacb641d45796f3434f84350,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.5,0.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,a0235503967ef6a94558ed750ad2b670607bc097fd71835810a9cf83748c1f39,sharechat,chatgpt,INTENTIONAL,1,writing-oriented,1,1,8,4,4,6,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.75,0.0,0.75,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,48f1abddcbd2e7600e5fe17c865ecc9ae74ab00019e3f5e99fac6ba0b5cc9672,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.0,0.0,0.5,1,1,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,aed16da1a5f9034224f26222ded977dcc162090b7ea417a0ba3f1168600d4b5c,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,6,3,3,4,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,20b8983e9e2263c4d7044f8abd45eb3e74688871f7cc9aa3f859619d45e07ee0,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,03d228690b311d1c9b4ea767601b46bef4fd2fae5312e28a577bf8808e743bfe,sharechat,chatgpt,INTENTIONAL,1,writing-oriented,1,1,4,2,2,2,1,2,1.0,0,1,0,0,0,1,1,1,0,0.0,1.0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,1,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,58732695f4ab63891d9f05d87588b7e14419a876e6740d654302010d3e6b3a62,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,436b8f2ef94f583629d5caf852a01912383a146acd339da5c9156aa5c67137cb,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,1351b27bd518ca9c2e024bf8b49bc687b47ae64a8cbd3f9f1641d93dec3cc468,sharechat,gemini,UNINTENTIONAL,0,writing-oriented,1,1,16,8,8,14,1,6,0.75,0,1,0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,4,0.0,1
ShareChat,writing,ShareChat writing,main_six_setting,a75c76511ce394d619f15f123e26253aa4ef219e5564f91ec71fb265a02cf0c1,sharechat,perplexity,UNINTENTIONAL,0,writing-oriented,1,1,6,3,3,4,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,2667f294c06d1445fe7e1ca8b51d7d9bb838145b017d87c58a5ae74db9875e8a,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,002e1db6a686bd409af1161c34db234a1ad5f29a96dbf03ba4cac391abb3d303,sharechat,grok,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,b332316bfd96110b3d02f6a6e1246003591d879f85227c8f3472cd3b1eacd0ba,sharechat,gemini,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,42626f13a68cf3b97bcc5dee38999f68139778b3aba8ce6f82323fe346a801b5,sharechat,chatgpt,INTENTIONAL,1,writing-oriented,1,1,6,3,3,4,1,1,0.3333333333333333,1,0,0,0,1,0,0,0,1,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0,0,0.0,0.0,0.0,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,92e129a26edfee2e2d8e571445e8988013baef7d4143d767d8dec9fc9123db59,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,10,5,5,8,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,0.2,0.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,0e3cd0e2e9eee5ea5a0fd032255863878eccc71bf2f9a587b98293806e878dbf,sharechat,chatgpt,INTENTIONAL,1,writing-oriented,1,1,4,2,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.0,0.5,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,cb3ab4bb103a12487add3166b7a39415b544842857cdb86914519785c7c555a7,sharechat,chatgpt,INTENTIONAL,1,writing-oriented,1,1,8,4,4,6,1,2,0.5,0,1,1,1,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,bc7c2ebec644f193b41b2ca6829a47f06aa2520f29afcde7b0df68af11b06bfd,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,a2cdf604851d95abbdacbfb76c3abdf3697fb2e431d006b98bec02a3e5705f77,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,,,1,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,27f05247a27e531567308de31c2155216ad456c8a3ec14e0291cba81f1272fb7,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,6,3,3,4,1,1,0.3333333333333333,0,1,0,0,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,00ddfe0ef3a667d98563fd220e015f2e3cdb1b1ed59ba6fe08c295f39c1db231,sharechat,perplexity,INTENTIONAL,1,writing-oriented,1,1,4,2,2,2,1,1,0.5,0,1,0,0,0,0,1,0,0,0.0,0.5,0.0,0.5,0.0,0,0,0.0,0.0,0.0,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,b1e26dbf43a5f6215a1b78a59e79995402271f66376090dd76da7a507c6677ac,sharechat,chatgpt,INTENTIONAL,1,writing-oriented,1,1,6,3,3,4,1,1,0.3333333333333333,0,1,0,0,0,1,1,0,0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0,0,0.0,0.0,0.0,1,2,0.0,1
ShareChat,writing,ShareChat writing,main_six_setting,d621723a30aeec016b17beac9cc5fcd8fc734db7879ce839d176c01c2cc71294,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,fd80eb61e44fc51df950dc3124739b62debb0f33acada06f93f8c52bddaad033,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,18,9,9,16,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,69d29b0e67883130192191d462558273b89be3c6aa61cc3502b11427ff1578ed,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,1,2,1.0,0,1,0,1,0,1,1,0,0,0.0,0.5,0.0,0.5,0.0,0,0,0.0,0.0,0.0,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,f556d7df8d08a87ec52b5689a0d47eb1721e9f0aafe66a7e147140fd23e2b3fd,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,14,7,7,12,1,4,0.5714285714285714,1,1,0,1,1,0,1,1,1,0.0,0.7142857142857143,0.14285714285714285,0.42857142857142855,0.14285714285714285,1,1,0.0,0.16666666666666666,0.16666666666666666,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,5572bce3c259e52e299438e08ce2be11a29d8061f28d3317c7f4b7bfaabce8df,sharechat,perplexity,INTENTIONAL,1,writing-oriented,1,1,4,2,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.0,0.5,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,156219de29506ed1d9c9f7e331474e1480e21797020358d14383400a42f420f3,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,6,3,3,4,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,8cf3d5249fd4be719e13225704f0ba6fb1e7ba366fee1f28cc26e8f370e26abe,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,63eaceda340da70224b6b4139cd8477e1ce24241e62ff88ad094dbc1a91a0f59,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.5,0.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,80c2dffe9e3aa59fa5400d500180ad8b69589a3c9c509c75830d7a4566815c04,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,6,3,3,4,1,1,0.3333333333333333,1,0,0,0,0,0,0,0,1,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0,0,0.0,0.0,0.0,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,280f9ec244b045ed1c033fa888117d844af6e0cddb8f57e3454155de98396f1f,sharechat,chatgpt,INTENTIONAL,1,writing-oriented,1,1,4,2,2,2,1,2,1.0,0,1,0,0,1,0,1,1,0,0.0,1.0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,95b0a09a0841ff522837111540505be3a51e5c211db617dc2d9854bb52f028b3,sharechat,chatgpt,INTENTIONAL,1,writing-oriented,1,1,12,6,6,10,1,3,0.5,0,1,0,0,1,1,0,0,0,0.0,0.8333333333333334,0.0,0.8333333333333334,0.0,0,0,0.0,0.0,0.0,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,2c1245a4ca714bbc11a6202099068528b3b50cd40b39d7113a4f0480fa9a39d0,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,8,4,4,6,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,f32ef54295cdb0677eedb0bd1a7fcc795e9fce93bec74062e2adf513e4690ef5,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,1,1,0.5,0,1,0,1,0,0,1,1,0,0.0,0.5,0.0,0.5,0.0,0,0,0.0,,,1,1,0.0,1
ShareChat,writing,ShareChat writing,main_six_setting,88efaf2faae95ce37d2131d7396919937ecd15ad7bb71c71a794baf1cf634de9,sharechat,grok,UNINTENTIONAL,0,writing-oriented,1,1,11,6,5,9,1,3,0.6,0,1,0,0,0,0,1,1,0,0.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0,0,0,0.0,0.0,0.0,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,a007f6329a2c93f6fc7a8830299c827726df422ff5e744dfc758c010e148dc9d,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,1,2,1.0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,09e7ec535b30bfd5b998cd44179e84daba0b47d662bdad7c52f66464392c8151,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,5,3,2,3,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,0,,,,1,2,0.0,1
ShareChat,writing,ShareChat writing,main_six_setting,f0e8374b5aa951ab92a614c3843cd0cc1d8eeae9ea13b8ea0288a303ff33e90b,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.0,0.5,0.0,0,0,,,,0,0,,0
